Bib,Name,Country,Gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Gender Qualifier Rank,Qualified
107,Rafael Frison,Brazil,Male,M35-39,04:58:09,398,357,82,00:30:56,187,168,33,02:28:14,370,342,84,01:52:45,558,480,115,00:3:52,899,717,146,00:2:22,394,332,89,FIN,04:43:14,406,381,
1215,Henrique Nakano,Brazil,Male,M25-29,04:45:20,232,210,22,00:31:19,208,185,16,02:25:09,277,258,22,01:43:25,318,279,28,00:3:24,703,571,55,00:2:03,234,197,23,FIN,04:43:18,407,382,
1198,Vitor Favero,Brazil,Male,M25-29,04:45:24,234,212,23,00:31:37,222,196,18,02:27:30,351,326,28,01:42:04,293,260,25,00:2:08,139,115,11,00:2:05,253,213,26,FIN,04:43:22,408,383,
1262,Jose Stenio Rios Filho,Brazil,Male,M30-34,04:53:37,332,301,52,00:40:45,928,783,124,02:28:03,365,337,55,01:40:05,244,221,39,00:2:49,401,338,55,00:1:55,172,145,30,FIN,04:43:29,409,384,
1635,Pedro Faria,Brazil,Male,M30-34,04:53:40,333,302,53,00:30:22,157,140,24,02:24:36,254,235,33,01:53:32,574,492,82,00:3:16,652,537,81,00:1:54,155,130,26,FIN,04:43:32,410,385,
925,Daniel Teixeira Correia,Brazil,Male,M45-49,05:16:02,593,521,87,00:35:37,496,431,66,02:35:23,591,534,91,01:58:47,715,598,103,00:3:13,622,514,86,00:3:01,720,595,89,FIN,04:43:44,411,386,
379,Marina Monteiro Celestino,Brazil,Female,F35-39,04:53:49,336,32,11,00:37:31,678,106,24,02:33:55,547,53,17,01:37:19,188,17,6,00:2:52,436,65,12,00:2:11,314,51,12,FIN,04:43:46,412,26,
581,Ricardo Jose De Almeida,Brazil,Male,M40-44,05:06:29,475,424,90,00:35:42,502,436,99,02:39:28,727,650,138,01:43:54,327,288,52,00:3:45,848,676,157,00:3:41,997,811,179,FIN,04:43:51,413,387,
1088,AMANDA DE OLIVEIRA BRITO,Brazil,Female,F30-34,04:48:51,269,25,5,00:31:46,233,31,3,02:30:38,437,38,7,01:42:30,302,36,6,00:1:58,90,17,1,00:1:59,202,33,5,FIN,04:43:52,414,27,
624,Caio Leite Faustino,Brazil,Male,M40-44,05:06:35,477,425,91,00:36:27,572,489,113,02:29:42,409,374,80,01:54:40,603,512,110,00:3:12,605,501,115,00:2:34,516,431,84,FIN,04:43:57,415,388,
672,Mateus Miranda Roquim,Brazil,Male,M40-44,05:06:47,479,427,92,00:37:30,675,570,127,02:34:59,580,526,111,01:46:51,394,345,69,00:3:29,738,599,138,00:3:58,1079,876,194,FIN,04:44:08,416,389,
830,Gustavo Joao Sebba,Brazil,Male,M45-49,05:16:36,597,525,88,00:37:42,699,589,96,02:38:20,689,618,110,01:53:58,585,500,83,00:3:03,529,440,68,00:3:33,946,768,124,FIN,04:44:14,417,390,
252,Ewerton De Morais Beghelli,Brazil,Male,M35-39,04:59:26,408,364,83,00:31:38,224,198,41,02:24:15,243,226,57,01:58:44,713,596,140,00:2:39,325,270,65,00:2:10,297,251,67,FIN,04:44:27,418,391,
135,Gustavo Vieira Ramos Ferreira,Brazil,Male,M35-39,04:59:27,409,365,84,00:36:15,553,475,98,02:31:17,459,421,103,01:46:20,383,334,87,00:3:21,676,553,116,00:2:14,326,272,72,FIN,04:44:28,419,392,
104,Alan Antunes Rosendo,Brazil,Male,M35-39,04:59:28,410,366,85,00:39:11,798,677,137,02:39:26,725,648,145,01:35:19,146,133,35,00:3:28,731,594,125,00:2:04,241,203,50,FIN,04:44:29,420,393,
414,Carla Weyll Almada,Brazil,Female,F35-39,04:54:43,346,33,12,00:36:44,603,89,19,02:31:40,476,41,12,01:41:42,281,32,12,00:2:09,143,25,3,00:2:28,457,76,20,FIN,04:44:38,421,28,
625,Guilherme Teixeira,Brazil,Male,M40-44,05:07:23,486,434,93,00:36:26,571,488,112,02:30:42,442,404,87,01:54:41,605,513,111,00:3:31,751,610,141,00:2:03,233,196,32,FIN,04:44:41,422,394,
1560,Paulo Rogerio Pires Da Silva,Brazil,Male,M50-54,05:22:21,664,582,29,00:40:18,886,744,51,02:29:38,406,371,18,02:06:31,907,748,39,00:3:21,675,552,32,00:2:33,504,419,16,FIN,04:44:43,423,395,
394,Paola Sprea Carrijo,Brazil,Female,F35-39,04:54:53,351,34,13,00:33:26,328,38,9,02:31:46,482,42,13,01:44:19,337,42,17,00:2:56,469,74,17,00:2:26,440,71,17,FIN,04:44:47,424,29,
316,David Dornelles Da Mata,Brazil,Male,M35-39,04:59:48,414,369,86,00:38:47,762,644,133,02:31:11,454,416,101,01:44:01,330,291,82,00:2:57,470,396,88,00:2:53,653,541,126,FIN,04:44:48,425,396,
378,Camila Ireuda Orlando Martins,Brazil,Female,F35-39,04:54:59,353,35,14,00:34:10,390,49,10,02:31:27,463,40,11,01:44:02,331,40,16,00:2:52,437,66,13,00:2:28,459,77,21,FIN,04:44:53,426,30,
774,Bernardo Camargo,Brazil,Male,M45-49,05:17:20,605,531,89,00:37:25,666,562,90,02:37:58,678,610,107,01:55:03,616,524,87,00:3:42,831,664,104,00:3:11,791,648,97,FIN,04:44:54,427,397,
930,Cesar Lima Campos,Brazil,Male,M45-49,05:17:22,606,532,90,00:32:38,283,248,31,02:47:23,939,812,147,01:49:07,458,398,65,00:4:28,1082,847,133,00:3:46,1024,833,134,FIN,04:44:55,428,398,
693,Maicol Coelho Lourenco,Brazil,Male,M40-44,05:07:46,488,436,94,00:31:48,234,203,44,02:33:10,523,475,100,01:57:28,688,576,126,00:3:03,527,438,99,00:2:17,349,294,52,FIN,04:45:03,429,399,
1414,Rafael Paggin,Brazil,Male,M30-34,04:55:16,356,321,54,00:29:18,102,88,15,02:26:38,322,300,47,01:55:04,617,525,88,00:2:04,121,99,18,00:2:12,321,268,49,FIN,04:45:04,430,400,
914,Murilo Rodriguez,Brazil,Male,M45-49,05:17:35,610,536,91,00:36:29,578,494,77,02:48:00,958,827,151,01:48:47,446,386,62,00:2:32,282,235,30,00:1:47,112,98,8,FIN,04:45:07,431,401,
807,Anderson Saboya,Brazil,Male,M45-49,05:17:35,611,537,92,00:40:33,913,768,133,02:34:39,571,517,88,01:56:30,660,556,94,00:2:58,483,406,62,00:2:55,670,554,87,FIN,04:45:07,432,402,
314,Diógenes Arruda Spósito Nonato,Brazil,Male,M35-39,05:00:14,418,373,87,00:36:00,535,461,95,02:25:24,281,262,65,01:53:30,572,490,117,00:3:11,594,492,104,00:2:08,279,234,62,FIN,04:45:13,433,403,
834,Tufic Moraes Mourao,Brazil,Male,M45-49,05:17:56,614,540,93,00:37:54,715,602,100,02:34:52,577,523,89,02:00:13,757,629,110,00:2:37,314,260,35,00:2:19,370,312,36,FIN,04:45:26,434,404,
776,Clebio Antonio Batista Filho,Brazil,Male,M45-49,05:18:01,616,542,94,00:32:58,303,268,33,02:37:29,657,593,102,01:59:42,742,617,107,00:4:14,1012,804,125,00:3:39,984,801,131,FIN,04:45:30,435,405,
1515,Alexandre Sousa,Brazil,Male,M50-54,05:23:20,677,592,30,00:33:24,323,288,12,02:33:02,519,471,25,02:08:46,954,783,41,00:5:09,1233,968,68,00:2:59,697,579,27,FIN,04:45:36,436,406,
769,Eduardo Cucolo De Domenico,Brazil,Male,M45-49,05:18:18,620,546,95,00:30:52,184,165,17,02:32:17,497,453,74,02:08:53,957,785,139,00:3:09,585,486,79,00:3:08,773,633,93,FIN,04:45:46,437,407,
369,FERNANDA PINHEIRO DO VALE LOPES,Brazil,Female,F35-39,04:55:57,368,37,15,00:34:20,403,52,12,02:35:36,601,58,18,01:41:20,272,28,10,00:2:53,447,69,15,00:1:49,126,18,5,FIN,04:45:49,438,31,
144,Lucas Resende,Brazil,Male,M35-39,05:01:00,427,382,88,00:39:16,805,683,138,02:32:31,506,462,110,01:41:51,285,252,68,00:4:18,1032,819,175,00:3:03,730,603,144,FIN,04:45:57,439,408,
189,Dimar E Barcelos Junior,Brazil,Male,M35-39,05:01:00,428,383,89,00:37:41,694,585,124,02:22:39,205,193,49,01:55:18,623,530,128,00:2:55,455,384,87,00:2:27,444,371,98,FIN,04:45:57,440,409,
1049,Patricia Lima,Brazil,Female,F45-49,05:11:07,524,60,3,00:36:02,540,76,12,02:35:42,605,60,6,01:53:15,568,80,9,00:3:04,533,91,9,00:3:04,740,131,22,FIN,04:45:58,441,32,
289,Fernando Fragoso,Brazil,Male,M35-39,05:01:17,433,388,90,00:38:04,725,610,128,02:37:11,644,580,130,01:40:47,260,235,60,00:2:39,327,272,67,00:2:36,526,438,110,FIN,04:46:13,442,410,
1116,Pedro Rios De Mello Gontijo,Brazil,Male,M18-24,04:46:23,246,223,8,00:32:23,263,229,8,02:24:31,251,233,10,01:44:00,329,290,10,00:3:10,590,490,17,00:2:19,366,308,13,FIN,04:46:23,443,411,
1300,Geovane Lopes,Brazil,Male,M30-34,04:56:45,375,336,55,00:38:43,760,642,99,02:25:23,279,260,36,01:47:08,403,351,58,00:2:46,368,310,51,00:2:45,592,492,83,FIN,04:46:30,444,412,
386,Laís Papalardo,Brazil,Female,F35-39,04:56:44,374,39,16,00:37:06,634,96,21,02:26:57,334,23,7,01:47:30,408,54,22,00:2:35,296,52,10,00:2:37,531,90,25,FIN,04:46:35,445,33,
343,Renan Barbosa Amorim,Brazil,Male,M35-39,05:01:42,439,392,91,00:29:56,136,121,23,02:29:47,413,378,94,01:57:00,671,564,133,00:2:21,210,176,41,00:2:38,540,449,113,FIN,04:46:36,446,413,
1163,Gabriel Freire,Brazil,Male,M25-29,04:48:48,268,244,24,00:34:32,413,360,34,02:38:51,701,628,55,01:26:37,46,45,4,00:5:32,1303,1023,84,00:3:16,827,677,58,FIN,04:46:44,447,414,
1581,Marcos Fernando Peixoto Costa,Brazil,Male,M55-59,05:34:51,818,698,11,00:31:44,231,201,3,02:39:59,742,663,11,02:15:09,1077,880,23,00:4:37,1121,878,17,00:3:22,874,714,14,FIN,04:46:47,448,415,
1584,Paulo Sérgio Rebello Marra,Brazil,Male,M55-59,05:35:04,821,701,12,00:32:57,301,266,7,02:50:50,1025,878,22,02:02:46,812,672,9,00:4:33,1105,864,15,00:3:58,1081,878,22,FIN,04:46:59,449,416,
1364,Otavio De Freitas Jatene,Brazil,Male,M30-34,04:57:15,383,344,56,00:27:19,49,45,7,02:34:49,576,522,82,01:50:24,498,429,72,00:2:48,389,326,54,00:1:56,174,147,31,FIN,04:46:59,450,417,
739,Wesley Albuquerque Craveiro,Brazil,Male,M40-44,05:09:52,509,455,95,00:37:46,704,593,132,02:31:12,455,417,92,01:55:13,619,527,114,00:3:05,541,449,103,00:2:36,529,441,89,FIN,04:46:59,451,418,
1361,GUILHERME DA ROSA,Brazil,Male,M30-34,04:57:17,384,345,57,00:31:05,196,175,31,02:24:17,245,227,32,01:57:01,673,565,93,00:2:29,258,219,40,00:2:24,411,348,61,FIN,04:47:01,452,419,
1331,Gabriel Pedigone,Brazil,Male,M30-34,04:57:17,385,346,58,00:33:33,337,299,48,02:19:43,150,143,22,02:00:05,752,624,103,00:2:05,122,100,19,00:1:53,144,123,25,FIN,04:47:01,453,420,
1457,Patrícia Soares,Brazil,Female,F55-59,05:28:18,746,105,2,00:31:39,226,28,1,02:43:11,828,103,1,02:06:30,906,159,4,00:3:14,628,110,2,00:3:45,1021,191,4,FIN,04:47:07,454,34,
705,Kerlano Marques,Brazil,Male,M40-44,05:10:08,514,460,96,00:39:41,839,704,154,02:20:31,169,161,29,02:05:41,882,728,159,00:2:11,151,125,24,00:2:04,247,208,36,FIN,04:47:14,455,421,
151,Flavio Henrique,Brazil,Male,M35-39,05:02:24,443,394,92,00:40:19,888,746,153,02:26:35,318,296,73,01:50:14,494,425,101,00:2:50,409,346,79,00:2:26,435,367,96,FIN,04:47:16,456,422,
405,DEBORAH FRANCISCATO,Brazil,Female,F35-39,04:57:29,387,40,17,00:29:04,95,13,3,02:37:30,658,65,21,01:43:00,310,38,15,00:3:48,873,179,39,00:4:07,1115,209,45,FIN,04:47:18,457,35,
1129,Jose Eduardo Kenzo Murata,Brazil,Male,M18-24,04:47:33,254,231,9,00:29:25,110,96,4,02:20:09,165,157,6,01:53:55,584,499,15,00:2:02,108,89,5,00:2:02,228,191,7,FIN,04:47:33,458,423,
1592,Rodrigo Lamego T Soares,Brazil,Male,M55-59,05:35:47,827,707,13,00:37:04,632,537,12,02:44:19,852,747,15,02:07:44,932,767,16,00:3:05,547,455,9,00:3:35,956,777,19,FIN,04:47:35,459,424,
220,Mayco Abbad,Brazil,Male,M35-39,05:02:52,445,396,93,00:41:41,981,824,166,02:27:17,345,320,78,01:48:23,430,372,90,00:3:05,539,447,96,00:2:26,436,368,97,FIN,04:47:43,460,425,
1248,Lucas Sousa Rocha,Brazil,Male,M30-34,04:58:10,399,358,59,00:32:24,264,230,38,02:36:23,625,563,90,01:45:32,365,319,48,00:2:01,101,83,15,00:1:50,127,109,20,FIN,04:47:52,461,426,
279,Eduardo Gomes De Mattos Teles,Brazil,Male,M35-39,05:03:18,446,397,94,00:44:36,1155,944,191,02:28:50,384,352,86,01:41:16,270,243,62,00:3:52,902,720,148,00:4:45,1237,992,207,FIN,04:48:08,462,427,
1033,Alessandra Diniz,Brazil,Female,F45-49,05:13:28,554,65,4,00:34:55,448,61,7,02:49:03,985,136,22,01:45:04,353,44,3,00:2:29,265,42,2,00:1:57,183,30,3,FIN,04:48:08,463,36,
442,Fernanda Mendonca De Oliveira,Brazil,Female,F40-44,05:05:44,468,51,6,00:34:09,384,48,9,02:42:03,802,96,20,01:44:11,332,41,5,00:3:12,604,104,24,00:2:08,280,46,9,FIN,04:48:11,464,37,
1239,Romário Paiva,Brazil,Male,M30-34,04:58:35,403,360,60,00:32:50,293,258,40,02:34:14,555,501,77,01:46:52,395,346,56,00:2:26,241,203,36,00:2:13,322,269,50,FIN,04:48:16,465,428,
855,ROMULO COUTINHO VIEIRA,Brazil,Male,M45-49,05:21:06,644,565,96,00:31:51,236,205,25,02:29:22,400,366,53,02:12:43,1030,841,151,00:3:39,803,649,102,00:3:31,926,756,120,FIN,04:48:17,466,429,
531,João Paulo Oliveira,Brazil,Male,M40-44,05:11:17,526,466,97,00:33:27,329,291,68,02:30:28,431,394,84,01:59:54,749,623,139,00:3:39,808,653,152,00:3:49,1040,847,189,FIN,04:48:18,467,430,
1471,Nadia Teixeira De Siqueira,Brazil,Female,F65-69,06:11:04,1172,205,1,00:46:58,1253,242,1,03:13:51,1339,252,1,02:01:19,784,135,1,00:5:34,1309,282,2,00:3:22,869,160,1,FIN,04:48:30,468,38,1
569,Bruno Lins,Brazil,Male,M40-44,05:11:32,528,468,98,00:36:07,546,469,108,02:34:41,573,519,109,01:55:35,629,536,115,00:3:11,599,496,113,00:1:57,182,153,26,FIN,04:48:32,469,431,
989,TULIO MACEDO,Brazil,Male,M45-49,05:21:37,653,572,97,00:48:15,1297,1043,188,02:30:17,425,390,60,01:56:53,667,561,95,00:2:56,462,389,58,00:3:16,825,675,104,FIN,04:48:44,470,432,
1204,Gabriel Teles De Oliveira Dieguez,Brazil,Male,M25-29,04:50:50,297,266,25,00:35:36,494,429,45,02:34:24,561,507,46,01:35:05,139,126,12,00:3:13,619,512,46,00:2:32,499,415,41,FIN,04:48:46,471,433,
261,GABRIEL TORRES LAMONATO,Brazil,Male,M35-39,05:04:16,454,405,95,00:35:05,459,397,81,02:31:42,478,437,108,01:50:42,503,434,103,00:4:00,941,749,157,00:2:47,613,507,121,FIN,04:49:03,472,434,
588,Andre Augusto Pimentel Rentes,Brazil,Male,M40-44,05:12:07,538,478,99,00:32:03,246,214,46,02:32:19,501,457,97,02:02:34,807,667,149,00:2:33,285,237,51,00:2:38,543,452,90,FIN,04:49:04,473,435,
1004,Thais Wahba,Brazil,Female,F45-49,05:14:32,576,68,5,00:34:21,404,53,4,02:38:39,694,72,9,01:55:43,632,95,12,00:2:34,295,51,3,00:3:14,815,147,27,FIN,04:49:07,474,39,
1530,Neirimar Gomes De Brito,Brazil,Male,M50-54,05:27:21,732,630,31,00:40:02,866,725,48,02:39:00,706,633,36,02:01:29,787,651,30,00:3:37,790,638,39,00:3:15,820,671,36,FIN,04:49:08,475,436,
1249,IGOR TAKANO,Brazil,Male,M30-34,04:59:36,411,367,61,00:35:16,472,410,62,02:25:29,283,264,38,01:52:51,560,482,80,00:3:49,880,699,106,00:2:11,309,261,47,FIN,04:49:15,476,437,
1439,Karin Toledo De Oliveira,Brazil,Female,F50-54,05:21:08,646,80,2,00:36:23,567,82,1,02:36:05,617,61,2,02:02:12,800,140,5,00:3:16,642,113,5,00:3:13,800,146,5,FIN,04:49:32,477,40,
1189,Davi Pessoa De Araujo,Brazil,Male,M25-29,04:51:38,308,277,26,00:36:34,584,500,49,02:25:23,280,261,23,01:44:32,343,301,29,00:3:01,507,424,43,00:2:08,286,240,32,FIN,04:49:33,478,438,
1002,Tarcia Mayline Lima Espinhara De Alcantara,Brazil,Female,F45-49,05:15:07,584,70,6,00:41:41,982,158,26,02:38:16,685,69,8,01:49:23,462,61,6,00:3:06,562,94,11,00:2:41,565,98,14,FIN,04:49:39,479,41,
649,Carlos Frederico Pinto Filho,Brazil,Male,M40-44,05:12:49,547,483,100,00:36:19,560,481,110,02:33:58,549,496,105,01:56:14,651,550,120,00:3:37,793,641,148,00:2:41,563,466,94,FIN,04:49:43,480,439,
591,Gustavo Ragner Fiorese,Brazil,Male,M40-44,05:12:52,549,485,101,00:45:42,1207,979,207,02:37:50,674,607,130,01:44:22,339,297,55,00:2:52,430,366,85,00:2:06,267,225,38,FIN,04:49:46,481,440,
1040,Angelica Martins,Brazil,Female,F45-49,05:15:15,585,71,7,00:33:41,347,41,3,02:44:41,862,109,13,01:49:46,478,63,7,00:4:02,956,195,32,00:3:06,756,135,23,FIN,04:49:46,482,42,
1612,Carlos Bergamaschi,Brazil,Male,M60-64,05:53:58,1036,867,6,00:33:53,367,320,4,02:55:10,1111,938,9,02:18:45,1125,915,8,00:2:41,348,291,3,00:3:30,922,753,8,FIN,04:49:58,483,441,
1333,Igor Del Bisogno,Brazil,Male,M30-34,05:00:20,420,375,62,00:35:46,509,441,66,02:38:50,699,626,100,01:37:16,185,169,30,00:4:34,1106,865,136,00:3:54,1064,865,141,FIN,04:49:58,484,442,
708,Guilherme Cavalcanti,Brazil,Male,M40-44,05:13:27,553,489,102,00:35:06,460,398,92,02:46:50,922,797,177,01:45:56,376,328,64,00:3:06,559,466,107,00:2:29,466,388,76,FIN,04:50:19,485,443,
1203,Julio Cesar Porto Rodrigues,Brazil,Male,M25-29,04:52:27,319,288,27,00:37:50,711,598,55,02:28:57,390,357,31,01:40:02,242,219,22,00:2:52,433,369,34,00:2:46,610,504,48,FIN,04:50:22,486,444,
503,Felipe Nonato Dutra Da Silva,Brazil,Male,M40-44,05:13:31,556,491,103,00:46:37,1241,1005,213,02:25:53,295,276,58,01:55:09,618,526,113,00:3:04,534,443,101,00:2:47,617,510,106,FIN,04:50:22,487,445,
1513,Guilherme Telles Piva,Brazil,Male,M50-54,05:28:51,755,649,32,00:32:15,257,223,10,02:35:55,611,551,29,02:15:21,1083,884,48,00:2:18,193,162,3,00:3:02,725,599,28,FIN,04:50:28,488,446,
1090,LARA LYS SCHOLL,Brazil,Female,F30-34,04:55:39,363,36,6,00:35:41,500,66,9,02:27:39,354,26,4,01:47:54,417,56,9,00:2:19,203,34,7,00:2:06,270,43,7,FIN,04:50:33,489,43,
116,RODOLFO LUIS TOMKIW HANAUER,Brazil,Male,M35-39,05:06:02,472,421,96,00:32:34,280,245,49,02:19:27,147,140,34,02:09:08,963,791,168,00:2:34,291,242,57,00:2:19,365,307,82,FIN,04:50:43,490,447,
1595,Sergio Cozzetti Bertoldi De Souza,Brazil,Male,M55-59,05:39:27,878,749,14,00:43:05,1066,880,27,02:47:06,931,806,18,02:03:05,820,678,12,00:2:53,446,378,5,00:3:19,848,694,12,FIN,04:50:44,491,448,
1178,Vitor Rabelo Naegele,Brazil,Male,M25-29,04:52:54,322,291,28,00:33:16,315,280,27,02:29:48,415,380,33,01:44:36,344,302,30,00:2:53,443,375,35,00:2:21,388,326,36,FIN,04:50:49,492,449,
1298,Johny River,Brazil,Male,M30-34,05:01:15,432,387,63,00:43:47,1111,911,149,02:33:40,541,490,74,01:34:45,132,119,23,00:4:10,989,787,125,00:4:53,1256,1005,167,FIN,04:50:51,493,450,
1627,David Procaccia,Brazil,Male,M65-69,06:20:43,1225,1009,3,00:51:17,1365,1087,3,02:53:14,1076,914,3,02:27:28,1231,996,2,00:4:16,1020,809,2,00:4:28,1186,959,2,FIN,04:50:52,494,451,
1706,GABRIELA SPRICIGO ANGHEBEN,Brazil,Female,F30-34,04:56:00,369,38,7,00:34:35,417,56,8,02:38:16,686,70,11,01:38:17,204,19,4,00:2:41,351,58,12,00:2:10,305,48,9,FIN,04:50:54,495,44,
209,MAURILO DE ANDRADE MONTEIRO,Brazil,Male,M35-39,05:06:14,473,422,97,00:32:33,275,240,48,02:33:40,542,491,116,01:54:55,613,521,125,00:2:48,392,329,76,00:2:17,348,293,79,FIN,04:50:55,496,452,
820,Leandro Almeida Madeira Campos,Brazil,Male,M45-49,05:24:11,685,599,98,00:37:22,657,555,89,02:37:12,646,582,99,02:03:22,829,685,119,00:3:33,764,621,100,00:2:42,568,470,70,FIN,04:51:03,497,453,
1514,Glauco Alves E Santos,Brazil,Male,M50-54,05:29:38,765,656,33,00:36:29,577,493,26,02:44:38,861,753,45,02:02:15,803,663,31,00:3:52,904,722,54,00:2:25,426,360,13,FIN,04:51:09,498,454,
1224,Paulo Cesar Barros Machado Filho,Brazil,Male,M25-29,04:53:16,328,297,29,00:34:05,381,334,31,02:18:07,128,123,11,01:55:13,621,529,48,00:3:14,631,521,48,00:2:37,535,445,45,FIN,04:51:11,499,455,
583,André Sousa,Brazil,Male,M40-44,05:14:24,573,506,104,00:29:36,117,103,19,02:37:31,661,596,129,02:02:45,811,671,150,00:2:07,133,109,18,00:2:24,417,352,64,FIN,04:51:11,500,456,
871,Ernandes Arantes,Brazil,Male,M45-49,05:24:25,689,603,99,00:38:15,741,624,104,02:42:15,809,710,126,01:52:56,561,483,81,00:7:01,1405,1111,199,00:3:58,1078,875,146,FIN,04:51:15,501,457,
1475,JOAO DE LIMA TEIXEIRA NETO,Brazil,Male,M50-54,05:29:45,767,658,34,00:35:59,533,459,21,02:37:01,639,575,32,02:09:51,982,807,43,00:3:05,542,450,18,00:3:49,1039,846,51,FIN,04:51:16,502,458,
1628,ROBERTO SENA,Brazil,Male,M70-74,06:49:09,1330,1077,1,00:52:18,1382,1102,2,03:08:35,1302,1065,2,02:27:42,1234,999,1,00:10:25,1440,1142,2,00:10:09,1421,1126,1,FIN,04:51:16,503,459,1
1321,Thiago Isbelo Fagundes,Brazil,Male,M30-34,05:01:41,438,391,64,00:30:20,153,136,23,02:39:37,731,653,104,01:47:05,402,350,57,00:2:55,456,385,58,00:1:44,98,85,16,FIN,04:51:16,504,460,
382,Carmen Barone,Brazil,Female,F35-39,05:01:36,437,47,18,00:27:47,56,5,1,02:40:12,749,82,25,01:47:51,416,55,23,00:3:14,627,109,25,00:2:31,481,80,23,FIN,04:51:17,505,45,
813,Amauri Ferreira Amaral,Brazil,Male,M45-49,05:24:33,691,605,100,00:40:37,915,770,134,02:40:19,750,668,119,01:56:57,669,562,96,00:3:58,933,744,117,00:2:43,577,478,74,FIN,04:51:22,506,461,
1567,GESLEY FAIER FRANCO,Brazil,Male,M55-59,05:40:14,885,755,15,00:40:42,922,777,21,02:54:35,1097,928,23,01:55:49,637,542,6,00:5:41,1322,1040,29,00:3:27,905,738,16,FIN,04:51:24,507,462,
120,Lucas Heckenbick Figueiredo,Brazil,Male,M35-39,05:06:51,480,428,98,00:39:33,832,701,141,02:37:23,652,588,131,01:43:24,317,278,80,00:3:16,650,535,112,00:3:14,812,666,157,FIN,04:51:30,508,463,
373,Leticia Ribeiro,Brazil,Female,F35-39,05:01:52,441,49,19,00:37:19,652,101,22,02:36:59,638,64,20,01:41:32,276,30,11,00:3:01,502,83,19,00:3:02,724,126,36,FIN,04:51:32,509,46,
754,Antônio Martins,Brazil,Male,M40-44,05:14:52,580,511,105,00:37:33,680,574,128,02:28:33,378,346,75,02:03:28,833,688,151,00:2:57,474,398,90,00:2:21,389,327,57,FIN,04:51:37,510,464,
527,Paulo Vinicius De Carvalho,Brazil,Male,M40-44,05:14:52,581,512,106,00:34:55,449,388,89,02:37:02,640,576,125,01:57:47,693,580,127,00:2:46,375,315,68,00:2:22,401,338,61,FIN,04:51:37,511,465,
1449,Sandra Mara Kawasaki,Brazil,Female,F50-54,05:23:29,678,86,3,00:36:51,610,92,2,02:40:56,770,87,4,02:00:29,763,129,4,00:3:01,501,82,2,00:2:12,319,53,2,FIN,04:51:39,512,47,
1146,PEDRO MAIA,Brazil,Male,M25-29,04:53:46,335,304,30,00:32:40,285,250,24,02:33:54,546,494,44,01:42:37,306,270,27,00:2:38,321,266,21,00:1:58,192,162,16,FIN,04:51:40,513,466,
175,Guilherme Sales,Brazil,Male,M35-39,05:07:03,483,431,99,00:34:01,375,328,67,02:24:18,247,229,58,02:02:11,799,660,147,00:3:38,799,646,139,00:2:56,676,560,131,FIN,04:51:41,514,467,
1251,FILIPE BREDA CHAVES,Brazil,Male,M30-34,05:02:08,442,393,65,00:38:49,771,652,102,02:31:18,460,422,63,01:45:38,368,322,49,00:3:52,901,719,108,00:2:30,472,394,67,FIN,04:51:42,515,468,
794,Camilo Dias,Brazil,Male,M45-49,05:25:05,694,608,101,00:37:00,624,529,84,02:42:57,822,721,130,01:57:08,676,568,97,00:4:44,1148,899,145,00:3:15,818,670,102,FIN,04:51:51,516,469,
908,Kalbety Reboucas Gondim,Brazil,Male,M45-49,05:25:14,695,609,102,00:43:10,1073,886,155,02:38:58,704,631,112,01:53:14,566,487,82,00:5:00,1204,944,156,00:4:53,1257,1006,172,FIN,04:51:59,517,470,
238,ALAN RODRIGUES,Brazil,Male,M35-39,05:07:41,487,435,100,00:36:15,554,476,99,02:45:15,875,762,160,01:41:45,283,250,67,00:2:50,413,350,80,00:1:36,62,54,11,FIN,04:52:17,518,471,
811,Rodrigo Real Navarro,Brazil,Male,M45-49,05:25:39,702,615,103,00:39:11,800,678,114,02:31:59,489,447,71,02:09:08,962,790,141,00:3:07,569,473,75,00:2:14,328,274,30,FIN,04:52:22,519,472,
1142,Bernardo Pereira,Brazil,Male,M25-29,04:54:33,343,311,31,00:39:50,851,714,63,02:32:00,491,448,39,01:37:03,181,165,18,00:3:01,509,426,44,00:2:38,549,457,47,FIN,04:52:27,520,473,
495,NINA TOSTES,Brazil,Female,F40-44,05:10:25,516,55,7,00:37:47,706,112,21,02:37:47,672,66,10,01:49:30,465,62,10,00:2:55,460,73,17,00:2:26,439,70,15,FIN,04:52:35,521,48,
251,Gabriel Alann Gayo Souto,Brazil,Male,M35-39,05:08:14,490,438,101,00:47:13,1262,1019,204,02:33:18,527,478,114,01:42:31,303,267,75,00:3:32,757,615,130,00:1:40,83,74,18,FIN,04:52:49,522,474,
487,Ana Paula Bonetti,Brazil,Female,F40-44,05:10:40,519,57,8,00:35:48,513,70,12,02:36:10,620,62,9,01:53:27,570,82,15,00:2:29,264,41,9,00:2:47,615,107,21,FIN,04:52:50,523,49,
